content,score
This is literally by far the most impressive thing ever made. I have been coding for a new website & chat gpt kept giving the same thing I didn't ask for. This one actually provided me whatever i wanted. Kudos China !!,5
Amazing so far 👏🤩,4
best,5
"In the beginning it was working now all the time since 1 week all time the same answer, there's so much traffic try again later , bad experience, good app but not useful now",1
"It worked fine until yesterday's (January 27, 2025) update, which limits its ability to view current events past July 2024.",3
"Slow, and collects a ton of data",2
more fast reply then Chatgpt but at searching take a little bit then gpt.,5
Good,5
Exceptional,5
Best AI model so far ! 🐋🐳,5
"I think the high praise is coming from chinese bot farms. I had 3 conversations with Deppseek and each time it completely broke. It even knows in its reasoning that it's broken but can't do anything about it. Mixing up languages on a permanent basis, completely ignoring instructions, not aknowledging web access. It's a joke to call it the chatgpt - ki11er",1
Very good,5
Good app for everything use,5
اريد مذكرة بخصوص الاجتماع بتاريخ 27/1/2025 مع رئيس قسم هندسة النفطية ورئيس قسم الحفر بخصوص الابار الجديد مقترح حفرها,4
"Glorious,much much better and friendlier than other alternatives!",5
Can't even use it as it won't send me a verification code to me email,1
"2 days trying to register, can't receive code on my Google email, when I received it , install , deepseek said it's wrong 😱please advise",2
Amazing App With Advance and fast technology i really love it 💕😘,5
Good,5
Nice,5
fix Arabic searching,1
گود,5
"AI assistant means ,whatever question raised must answers, but tell other countries but don't tell self country, no use.",2
Awesome..,5
I can't signup in KSA.onoy option to signup is by email and can't get confirmation code from app,5
Excellent,5
This Is Really-Really Good Performancem and Very Good Deep Results. Love From India,5
Super Super,5
Worst app!!,1
Muy acertada y útil. Es un ChatGPT pero gratis.,5
Amazing,5
Waste all misinformation,1
I am not able to get CODE in mail while sign up???,1
"⭐⭐⭐⭐⭐ Unbelievable, competition starting soon.",5
"I've asked it for info on three specific topics, in each case it said it can't provide current information but gave me a list of generic web pages or search engines to find the info I wanted. A basic Google search answered all 3 questions straight away. Not impressed so far.",2
Love from India to China. Proud moment for Asia.,5
Very nice very very best app,5
Very good,5
Its great features app - love from DUBAI - NEPAL DIASPORA.. GOOD LUCK CHINA ..,5
Finally Chat Gpt Se Behtar Koi Tool Aagaya...,5
Very good,5
Excellent. Very intelligent. Free,5
🥰,5
Good,5
Maine istemal kiya yah to bahut accha app hai,5
Best ever application,5
It is a good app,5
I like it though I would prefer to be able to use it in landscape view. Portrait is a pain on a 14 inch giant tablet.,4
Better than GPT no doubt,5
Nice totally good ... It's teaching expensive america,5
Good,5
"what Rabbish i try singup.but again nd again i try for code i didnot get code.whats problem.i think this app is fail.no better work.is,3rd class nd service then i dont get my code.this,app information is,fake.bed experince when i never register",1
better than Open ai,5
Like,5
Nice,5
It is wonderful.....👌👏,5
"I am a pediatric clinician I used deepseek for my study and other help deepseek provide to the point l, concise and excellent information",5
Better and faster than chapgpt,5
Amazing!!!!,5
This is a real breakthrough! 👌,5
Simply the best!,5
Amazing,5
DeepSeek provide a very comprehensive and detailed info note than what I expected. Absolutely love this apps.,5
"Cute toy, but AI used is biased towards China.",1
Incredible output,4
100 times better than OpenAI's ChatGPT,5
"Sorry, that's beyond my current scope. Let’s talk about something else.",1
Simply the best.....,5
"I was starting to get sick of ChatGPT limited tokens and cost. Then, my friends from China came through. Thanks for the contribution towards the human race.",5
"Ordinary , cheap .",1
"It's a Very Smooth App, I'm much satisfied with this AI Assistant App. It provides same experience of Chatgpt but takes the small storage. It's such a amazing App",5
Came here to try cause of all the hype on the internet and it was absolutely amazing...,5
Good excellent work,5
This is the best Ai app so far,5
Very good 💯,5
"This is the most Ai I've ever seen in my life, is better than chatgpt, I recommend my fellow friends to use this app, It will help you in somehow",5
no image generation,3
Far better than chat GPT,5
👍 nice,5
"Wow, nice 🐸",5
Wow... exceptional it has less errors than chatGPT and it also has answer key when you ask to write questions,5
DeepSeek is far better than chatgpt AI 4.9,4
Excellent,5
Best Ai app specially for VBA coding,5
"the app is really cool. especially the thinkinh feature, but it's too slow! I wish It could answer faster. also collects all the prompts and data.",3
Nice app can u give us speaker facility for listen,4
They didn't let me log in.,1
Best,5
Best AI app for all,5
"neither google login nor email login seems to be supported, so what's the point if you can't even use it",1
"Used it, loved how the AI questions itself and analyses the question, I really hope we get to see only improvements ahead, best of luck for the deepseek AI team.",5
China ka app hai Personal data ka bhrosa nhi kb lik ho jay,5
"If you read the terms of service, you would have hit ""Decline"".",1
👌,5
Signing in with Google did not work,1
the first impression is really awesome i have use it for a while and its really good,5
"Best ever Ai model ever used and fastest, I got a suggestion to add ""voice mode"" and a modern UI.",5
"Waiting for more and more accuracy more and more explanation more and more easy to understand more and more understanding of Urdu language, waiting more and more improvement and sufficiency",2
Hopefully it doesn't hack our American accounts,1
Amazing.,5
Excellent,5
"Absolutely amazing and satisfying just worrying about one thing please let the application become free for the moment it is helping young students and engineers , without any subscription we are able to do research an contribute to turn development to the world technology ❤️❤️❤️",4
This is so good I'm totally shock,5
10 out of 10,5
Nice 👍👍👍,4
